,material,exp_label,rA,rB,rX,nA,nB,nX,chiA,chiB,chiX,rB_rX_ratio,rA_rX_ratio,delta_chi_AX,delta_chi_BX,delta_chi_AO,delta_chi_BO,chi_AX_ratio,chi_BX_ratio,chi_diff,log_rA_rB_ratio,HOMO_A,HOMO_B,HOMO_X,LUMO_A,LUMO_B,LUMO_X,EA_A,EA_B,EA_X,IP_A,IP_B,IP_X,rS_A,rS_B,rS_X,rP_A,rP_B,rP_X,rD_A,rD_B,rD_X,rA_rB_ratio,t_sisso,t,tau,t_jess,p_t_sisso,dataset
81,LaYbS3,1.0,136.19,86.89,184.4,3.0,3.0,-2.0,1.1,1.1,2.58,0.4717391304347826,0.7391304347826088,-1.48,-1.48,-2.34,-2.34,0.6324786324786326,0.6324786324786326,1.1080000000000003,0.4490482640697475,-2.778124050000001,-3.076992080000003,-7.00838179000003,-2.7781241453682792,-1.0944533775707237,0.8145175879610062,-0.2216918666232401,0.4767999173605045,-2.847077729734469,5.8114999284947535,6.531525574217345,11.769320157021456,205.43,173.83,74.72999999999999,267.61,248.9,84.92999999999999,119.73,112.51,273.21,1.5673840487973298,0.5376628958687157,0.8356074090922222,3.585214703677725,0.8356074090922223,0.2513742290266937,train
82,CuTaS3,0.0,97.34,63.9,184.4,1.0,5.0,-2.0,1.9,1.5,2.58,0.3478260869565217,0.4184782608695652,-0.6800000000000002,-1.08,-1.54,-1.94,0.4415584415584416,0.5567010309278351,0.868,0.184922338494012,-4.608164319999999,-3.5963150900000027,-7.00838179000003,-0.6024405606807606,-3.5963152134553904,0.8145175879610062,-1.5474569751238811,-0.2825051047029557,-2.847077729734469,8.147436993683963,7.686524689847838,11.769320157021456,120.22,146.65,74.72999999999999,203.02,204.33,84.92999999999999,31.9,83.7,273.21,1.5233176838810645,1.0148538015337714,0.8023389704561413,5.505030914161855,0.6363910352487624,0.0002147033399015,train
83,CsPbCl3,1.0,188.28,118.46,180.61,1.0,2.0,-1.0,0.79,2.33,3.16,0.6574585635359116,1.0386740331491713,-2.37,-0.8300000000000001,-2.65,-1.11,0.8943396226415095,0.7477477477477478,1.2720000000000002,0.4573184697184198,-2.0859241200000014,-3.496077730000001,-8.594666479999974,-0.4792429764515966,-3.4960778500144083,0.0197235606770763,-0.5452966317296846,-0.8830451593257576,-3.935229981089612,3.8635765556284616,6.576348032711487,13.876021229339663,253.57,103.96,67.85000000000001,319.04,140.49,75.67,202.25,56.76,224.95,1.5893972648995442,0.408462348489516,0.8721880415135793,3.9548440695169775,1.0431757584950094,0.7067817199888484,train
84,KCoI3,0.0,164.19,74.25,219.49,1.0,2.0,-1.0,0.82,1.88,2.66,0.3386363636363636,0.7454545454545454,-1.8400000000000003,-0.7800000000000002,-2.62,-1.56,0.7022900763358779,0.5000000000000001,1.056,0.7890673024386846,-2.318921259999999,-4.433222810000001,-7.083940510000032,-0.7664318763103054,0.1435549649279978,0.2908709899851069,-0.6361622968393374,-1.3590473276566433,-3.4344351648747526,4.31357484707873,7.672566418386976,11.131355946143175,220.49,128.78,90.24,302.81,161.4,107.49,207.8,35.82,41.190000000000005,2.211313131313131,0.8555714354183243,0.9236175298326093,4.742574497640634,1.297294851062596,0.0024338390596436,train
85,PbLiF3,0.0,149.22,75.66,133.15,2.0,1.0,-1.0,2.33,0.98,3.98,0.5714285714285714,1.1203007518796992,-1.65,-3.0,-1.11,-2.46,1.4864864864864862,1.2195121951219512,1.726,0.673212965659128,-3.496077730000001,-2.8741409099999977,-11.111416699999976,-3.4960778500144083,-1.0207578250408813,1.136681619020348,-0.8830451593257576,-0.7561139179561087,-4.336301480858267,6.576348032711487,5.297381732850112,19.391595983680425,103.96,165.76,40.44,140.49,201.34,37.4,56.76,674.19,143.19,1.9722442505947664,0.1121067365690411,0.956210165981312,3.567635983155407,1.1655426617772209,0.995560362882616,train
86,SrLiBr3,0.0,144.48,75.66,195.56,2.0,1.0,-1.0,0.95,0.98,2.96,0.3877551020408163,0.7346938775510204,-2.01,-1.98,-2.49,-2.46,0.8072289156626504,0.8048780487804879,1.39,0.6390799592896695,-3.5257832000000016,-2.8741409099999977,-7.858438990000018,-1.2811882639810177,-1.0207578250408813,0.0551102718918419,0.150586057166743,-0.7561139179561087,-3.6781509272527466,5.884929518021573,5.297381732850112,12.554312316976,195.84,165.76,75.14,254.93,201.34,88.34,111.21,674.19,22.81,1.909595559080095,0.7054185218403348,0.8865319502649984,4.488634362111295,0.8891213097400328,0.0241817395755033,train
87,RbBaBr3,0.0,172.2,134.51,195.56,1.0,2.0,-1.0,0.82,0.89,2.96,0.6887755102040817,0.8775510204081632,-2.14,-2.07,-2.62,-2.55,0.816793893129771,0.8117647058823529,1.434,0.2422196983750234,-2.23129531,-3.22934977,-7.858438990000018,-0.6626547127478113,-2.0224315294266337,0.0551102718918419,-0.5654554674099543,0.1815487042226235,-3.6781509272527466,4.153592876586776,5.363406047114364,12.554312316976,231.42,219.67,75.14,324.0,266.14000000000004,88.34,240.1,131.01,22.81,1.2802022154486656,0.9558448825798052,0.7878518038597252,5.6364958694348655,0.7927328416975552,0.0005262711940941,train
88,PbLiCl3,0.0,149.22,75.66,180.61,2.0,1.0,-1.0,2.33,0.98,3.16,0.4198895027624309,0.8232044198895028,-0.8300000000000001,-2.18,-1.11,-2.46,0.7477477477477478,0.8861788617886179,1.234,0.673212965659128,-3.496077730000001,-2.8741409099999977,-8.594666479999974,-3.4960778500144083,-1.0207578250408813,0.0197235606770763,-0.8830451593257576,-0.7561139179561087,-3.935229981089612,6.576348032711487,5.297381732850112,13.876021229339663,103.96,165.76,67.85000000000001,140.49,201.34,75.67,56.76,674.19,224.95,1.9722442505947664,0.6062575408299662,0.9100777193155574,4.194915919713695,0.7679133346964646,0.1038228342341563,train
89,KFeCl3,1.0,164.19,78.4,180.61,1.0,2.0,-1.0,0.82,1.83,3.16,0.430939226519337,0.9060773480662982,-2.3400000000000003,-1.33,-2.62,-1.61,0.8931297709923665,0.8260869565217391,1.366,0.7431576011346065,-2.318921259999999,-4.431945739999999,-8.594666479999974,-0.7664318763103054,-0.812293287884647,0.0197235606770763,-0.6361622968393374,-1.3037382507616442,-3.935229981089612,4.31357484707873,7.470426106445764,13.876021229339663,220.49,133.01,67.85000000000001,302.81,193.65,75.67,207.8,38.15,224.95,2.0942602040816323,0.5543787898435025,0.9413189927330614,4.1368417905045245,1.0177137040758009,0.2059086981558141,train
90,RbCdBr3,1.0,172.2,95.14,195.56,1.0,2.0,-1.0,0.82,1.69,2.96,0.4846938775510204,0.8775510204081632,-2.14,-1.27,-2.62,-1.75,0.816793893129771,0.7257142857142858,1.274,0.5936175852129121,-2.23129531,-5.657022910000005,-7.858438990000018,-0.6626547127478113,-1.1571185497219154,0.0551102718918419,-0.5654554674099543,0.9482623915387752,-3.6781509272527466,4.153592876586776,9.27193000127873,12.554312316976,231.42,123.55,75.14,324.0,179.66,88.34,240.1,51.92,22.81,1.8099642631910864,0.4297069689299215,0.8945519260405211,4.106133603428303,1.0068212306971662,0.6359107499560742,train
91,RbEuCl3,0.0,172.2,116.27,180.61,1.0,2.0,-1.0,0.82,1.2,3.16,0.6464088397790054,0.9502762430939226,-2.3400000000000003,-1.96,-2.62,-2.24,0.8931297709923665,0.8749999999999999,1.492,0.385320542015697,-2.23129531,-2.76744646,-8.594666479999974,-0.6626547127478113,-2.76744655500174,0.0197235606770763,-0.5654554674099543,0.4802925635161391,-3.935229981089612,4.153592876586776,6.002313428086848,13.876021229339663,231.42,31.35,67.85000000000001,324.0,267.74,75.67,240.1,114.02,224.95,1.48103552077062,0.6052192429367841,0.8403225946255546,4.324385626285925,0.8577338588544375,0.1053356499853241,train
92,TlSrCl3,0.0,169.89,117.95,180.61,1.0,2.0,-1.0,1.62,0.95,3.16,0.6519337016574586,0.9392265193370164,-1.54,-2.21,-1.82,-2.49,0.8461538461538461,0.8875502008032128,1.382,0.3651138125845969,-2.36925177,-3.5257832000000016,-8.594666479999974,-2.3692518513323906,-1.2811882639810177,0.0197235606770763,-0.1395649868243635,0.150586057166743,-3.935229981089612,5.166986943295928,5.884929518021573,13.876021229339663,109.74,195.84,67.85000000000001,154.46,254.93,75.67,59.04,111.21,224.95,1.4403560830860531,0.654528445386152,0.8301230945650537,4.478608793551954,0.7914052057130813,0.0518218776687042,train
93,UVS3,1.0,117.04,79.35,184.4,4.0,2.0,-2.0,1.38,1.63,2.58,0.4293478260869565,0.6358695652173912,-1.2000000000000002,-0.9500000000000002,-2.06,-1.81,0.5825242718446603,0.5248618784530388,0.9460000000000002,0.3927260823307346,-1.99527278,-4.348428499999998,-7.00838179000003,-1.9952728484943232,-4.348428649274164,0.8145175879610062,0.546861732757815,-0.78074486180114,-2.847077729734469,5.590257855882314,7.169663669121636,11.769320157021456,187.98,148.18,74.72999999999999,241.76,205.66,84.92999999999999,131.23,47.59,273.21,1.4749842470069314,0.6639982541821166,0.8081547110638797,1.5045783805579944,0.8969402311858695,0.0450429161608518,train
94,PrYbS3,0.0,130.43,86.89,184.4,3.0,3.0,-2.0,1.13,1.1,2.58,0.4717391304347826,0.6407608695652174,-1.4500000000000002,-1.48,-2.31,-2.34,0.6277056277056278,0.6324786324786326,1.102,0.3062301858770208,-2.320982129999998,-3.076992080000003,-7.00838179000003,-2.320982209675374,-1.0944533775707237,0.8145175879610062,0.1152585549847216,0.4767999173605045,-2.847077729734469,5.700078313684422,6.531525574217345,11.769320157021456,201.97,173.83,74.72999999999999,271.35,248.9,84.92999999999999,117.98,112.51,273.21,1.5010933364023478,0.8252553124357336,0.8205941564131892,4.208755954494068,0.8144015364191971,0.0038727075258482,train
95,NaMgBr3,0.0,139.25,72.45,195.56,1.0,2.0,-1.0,0.93,1.31,2.96,0.3673469387755102,0.7091836734693877,-2.03,-1.65,-2.51,-2.13,0.8087649402390438,0.7746478873239436,1.3279999999999998,0.6578078141146367,-2.7445312200000007,-4.705333049999998,-7.858438990000018,-2.7445313142150973,-1.3065628048520797,0.0551102718918419,-0.7570217149871556,0.500356888176296,-3.6781509272527466,5.147636303709317,7.971349299642951,12.554312316976,175.88,135.17999999999998,75.14,260.21000000000004,191.16,88.34,845.6800000000001,561.2099999999999,22.81,1.922015182884748,0.7646595270914327,0.883351433788434,4.640916779526124,0.922256009793024,0.0098015945682819,train
96,SnTiS3,0.0,115.87,60.28,184.4,2.0,4.0,-2.0,1.96,1.54,2.58,0.3288043478260869,0.6249999999999999,-0.6200000000000001,-1.04,-1.48,-1.9,0.4189189189189189,0.5473684210526316,0.8480000000000001,0.6422887633264545,-3.6934392700000016,-4.219539480000003,-7.00838179000003,-3.693439396789498,-4.219539624849625,0.8145175879610062,-1.0130803347838755,-0.3138992857783973,-2.847077729734469,6.875250052003975,7.119307230391988,11.769320157021456,106.59,154.67,74.72999999999999,135.54,206.03,84.92999999999999,46.940000000000005,51.94,273.21,1.9221964167219645,0.8722877063630349,0.867759882397893,4.942115349821257,0.664124961970321,0.0018843413845533,train
97,TlBeCl3,0.0,169.89,44.95,180.61,1.0,2.0,-1.0,1.62,1.57,3.16,0.2486187845303867,0.9392265193370164,-1.54,-1.59,-1.82,-1.87,0.8461538461538461,0.8502673796791443,1.258,1.329135947279942,-2.36925177,-5.60966653,-8.594666479999974,-2.3692518513323906,-2.01377753912956,0.0197235606770763,-0.1395649868243635,0.6486211812660797,-3.935229981089612,5.166986943295928,9.553745681963834,13.876021229339663,109.74,108.05,67.85000000000001,154.46,120.4,75.67,59.04,289.74,224.95,3.7795328142380415,0.9074531261100184,1.098783255512247,5.860628065873515,1.0934674197332814,0.0011007382059042,train
98,RbSrCl3,0.0,172.2,117.95,180.61,1.0,2.0,-1.0,0.82,0.95,3.16,0.6519337016574586,0.9502762430939226,-2.3400000000000003,-2.21,-2.62,-2.49,0.8931297709923665,0.8875502008032128,1.542,0.3768098523477883,-2.23129531,-3.5257832000000016,-8.594666479999974,-0.6626547127478113,-1.2811882639810177,0.0197235606770763,-0.5654554674099543,0.150586057166743,-3.935229981089612,4.153592876586776,5.884929518021573,13.876021229339663,231.42,195.84,67.85000000000001,324.0,254.93,75.67,240.1,111.21,224.95,1.4599406528189909,0.624578994554922,0.835594091279591,4.389479131236117,0.8408470402144425,0.0801287412494367,train
99,BaZrSe3,0.0,161.04,72.07,198.14,2.0,4.0,-2.0,0.89,1.33,2.55,0.3636363636363636,0.8131313131313131,-1.6599999999999997,-1.2199999999999998,-2.55,-2.11,0.6509803921568627,0.5781990521327013,1.086,0.8047382459684077,-3.22934977,-3.6022224400000007,-6.510488250000024,-2.0224315294266337,-3.602222563658176,-0.2111875472497096,0.1815487042226235,-0.2714066713124998,-2.730814399751447,5.363406047114364,7.139550537079975,10.84576444731508,219.67,166.94,79.97,266.14000000000004,222.0,95.78,131.01,84.44,23.97,2.234494241709449,0.7708374649124765,0.9399328427326148,4.307611834158655,1.058247757941259,0.008917005550282,train
100,CsSrCl3,1.0,188.28,117.95,180.61,1.0,2.0,-1.0,0.79,0.95,3.16,0.6519337016574586,1.0386740331491713,-2.37,-2.21,-2.65,-2.49,0.8943396226415095,0.8875502008032128,1.5480000000000005,0.4657573383642844,-2.0859241200000014,-3.5257832000000016,-8.594666479999974,-0.4792429764515966,-1.2811882639810177,0.0197235606770763,-0.5452966317296846,0.150586057166743,-3.935229981089612,3.8635765556284616,5.884929518021573,13.876021229339663,253.57,195.84,67.85000000000001,319.04,254.93,75.67,202.25,111.21,224.95,1.5962696057651546,0.3896042199941198,0.8736779125652002,3.944485615042221,0.8803612166688323,0.7624249386393581,train
101,KCdCl3,1.0,164.19,95.14,180.61,1.0,2.0,-1.0,0.82,1.69,3.16,0.5248618784530387,0.9060773480662982,-2.3400000000000003,-1.4700000000000002,-2.62,-1.75,0.8931297709923665,0.8400000000000001,1.394,0.5459895362236576,-2.318921259999999,-5.657022910000005,-8.594666479999974,-0.7664318763103054,-1.1571185497219154,0.0197235606770763,-0.6361622968393374,0.9482623915387752,-3.935229981089612,4.31357484707873,9.27193000127873,13.876021229339663,220.49,123.55,67.85000000000001,302.81,179.66,75.67,207.8,51.92,224.95,1.7257725457220938,0.3297102264865486,0.8841741878795656,4.060999554867976,0.940097964212188,0.888793829203229,train
102,VLiCl3,0.0,0.79,75.66,180.61,2.0,1.0,-1.0,1.63,0.98,3.16,0.4198895027624309,0.43646408839779,-1.5300000000000002,-2.18,-1.81,-2.46,0.845303867403315,0.8861788617886179,1.3740000000000003,0.0387145121806904,-4.348428499999998,-2.8741409099999977,-8.594666479999974,-4.348428649274164,-1.0207578250408813,0.0197235606770763,-0.78074486180114,-0.7561139179561087,-3.935229981089612,7.169663669121636,5.297381732850112,13.876021229339663,148.18,165.76,67.85000000000001,205.66,201.34,75.67,47.59,674.19,224.95,0.0104414485857784,1.2832376054949552,0.5005248106110484,-1.617450984062545,0.4774381068928642,3.804669100760663e-06,train
103,KCuF3,1.0,164.19,72.62,133.15,1.0,2.0,-1.0,0.82,1.9,3.98,0.5488721804511277,1.2330827067669172,-3.16,-2.08,-2.62,-1.54,1.2061068702290076,1.3506493506493509,1.844,0.8094069866758071,-2.318921259999999,-4.608164319999999,-11.111416699999976,-0.7664318763103054,-0.6024405606807606,1.136681619020348,-0.6361622968393374,-1.5474569751238811,-4.336301480858267,4.31357484707873,8.147436993683963,19.391595983680425,220.49,120.22,40.44,302.81,203.02,37.4,207.8,31.9,143.19,2.260947397411181,0.081946628663366,1.0217799481817087,3.6050196850349145,0.9124320940677236,0.9971952298381492,train
104,CsSnCl3,1.0,188.28,102.53,180.61,1.0,2.0,-1.0,0.79,1.96,3.16,0.6353591160220994,1.0386740331491713,-2.37,-1.2000000000000002,-2.65,-1.48,0.8943396226415095,0.810810810810811,1.3460000000000003,0.4915098344666993,-2.0859241200000014,-3.6934392700000016,-8.594666479999974,-0.4792429764515966,-3.693439396789498,0.0197235606770763,-0.5452966317296846,-1.0130803347838755,-3.935229981089612,3.8635765556284616,6.875250052003975,13.876021229339663,253.57,106.59,67.85000000000001,319.04,135.54,75.67,202.25,46.940000000000005,224.95,1.8363405832439288,0.3329441559070825,0.9212590152414571,3.782949448447516,1.0161660760568978,0.8838156434710872,train
105,RbZnCl3,0.0,172.2,74.34,180.61,1.0,2.0,-1.0,0.82,1.65,3.16,0.4088397790055249,0.9502762430939226,-2.3400000000000003,-1.5100000000000002,-2.62,-1.79,0.8931297709923665,0.8435754189944136,1.402,0.8434293836092832,-2.23129531,-5.977182470000003,-8.594666479999974,-0.6626547127478113,-1.1074028380152596,0.0197235606770763,-0.5654554674099543,0.922398193658712,-3.935229981089612,4.153592876586776,9.889346728482574,13.876021229339663,231.42,110.68,67.85000000000001,324.0,166.61,75.67,240.1,29.97,224.95,2.31638418079096,0.600873189554046,0.9785250907724442,4.187088881409332,1.0360068235199078,0.111879870467424,train
106,TlCdF3,1.0,169.89,95.14,133.15,1.0,2.0,-1.0,1.62,1.69,3.98,0.7142857142857142,1.2781954887218043,-2.36,-2.29,-1.82,-1.75,1.2967032967032963,1.3085714285714285,1.7260000000000002,0.581921545449721,-2.36925177,-5.657022910000005,-11.111416699999976,-2.3692518513323906,-1.1571185497219154,1.136681619020348,-0.1395649868243635,0.9482623915387752,-4.336301480858267,5.166986943295928,9.27193000127873,19.391595983680425,109.74,123.55,40.44,154.46,179.66,37.4,59.04,51.92,143.19,1.7856842547824257,0.0161010272781005,0.9386402327868166,3.479335555970456,0.9301272041387666,0.9989704832590648,train
107,KMnF3,1.0,164.19,82.83,133.15,1.0,2.0,-1.0,0.82,1.55,3.98,0.6240601503759398,1.2330827067669172,-3.16,-2.43,-2.62,-1.89,1.2061068702290076,1.2857142857142858,1.914,0.6810258200276005,-2.318921259999999,-4.411136790000002,-11.111416699999976,-0.7664318763103054,-0.936468712147378,1.136681619020348,-0.6361622968393374,-1.152247272554489,-4.336301480858267,4.31357484707873,7.312724883033412,19.391595983680425,220.49,40.830000000000005,40.44,302.81,205.42,37.4,207.8,137.51,143.19,1.9822528069540024,0.0791439044861477,0.973477451325818,3.5045487716440533,0.913202766044406,0.9973124215986718,train
108,CsCdBr3,1.0,188.28,95.14,195.56,1.0,2.0,-1.0,0.79,1.69,2.96,0.4846938775510204,0.9591836734693876,-2.17,-1.27,-2.65,-1.75,0.8188679245283019,0.7257142857142858,1.2800000000000002,0.6825650712294085,-2.0859241200000014,-5.657022910000005,-7.858438990000018,-0.4792429764515966,-1.1571185497219154,0.0551102718918419,-0.5452966317296846,0.9482623915387752,-3.6781509272527466,3.8635765556284616,9.27193000127873,12.554312316976,253.57,123.55,75.14,319.04,179.66,88.34,202.25,51.92,22.81,1.978978347698129,0.3974549547381714,0.9336654646818404,3.954756214791888,1.0535119899359051,0.7401637859134628,train
109,CrLiCl3,0.0,95.51,75.66,180.61,2.0,1.0,-1.0,1.66,0.98,3.16,0.4198895027624309,0.4419889502762431,-1.5000000000000002,-2.18,-1.78,-2.46,0.8426966292134832,0.8861788617886179,1.368,0.0512932943875504,-4.38888821,-2.8741409099999977,-8.594666479999974,-4.388888360663078,-1.0207578250408813,0.0197235606770763,-1.078476583023451,-0.7561139179561087,-3.935229981089612,7.228119012129165,5.297381732850112,13.876021229339663,142.45999999999998,165.76,67.85000000000001,198.93,201.34,75.67,43.95,674.19,224.95,1.2623579169970924,1.2628141299026674,0.7618793313446675,9.223684988488356,0.7244961170657208,5.159094913630796e-06,train
110,NaCoF3,1.0,139.25,74.25,133.15,1.0,2.0,-1.0,0.93,1.88,3.98,0.5601503759398496,1.045112781954887,-3.05,-2.1,-2.51,-1.56,1.2151394422310755,1.3461538461538465,1.826,0.6236748077451779,-2.7445312200000007,-4.433222810000001,-11.111416699999976,-2.7445313142150973,0.1435549649279978,1.136681619020348,-0.7570217149871556,-1.3590473276566433,-4.336301480858267,5.147636303709317,7.672566418386976,19.391595983680425,175.88,128.78,40.44,260.21000000000004,161.4,37.4,845.6800000000001,35.82,143.19,1.8754208754208757,0.1839271112524747,0.9287192497186753,3.775648555613513,0.8383316619543647,0.9867836072146108,train
111,LiMgF3,0.0,115.93,72.45,133.15,1.0,2.0,-1.0,0.98,1.31,3.98,0.5413533834586466,0.6917293233082706,-3.0,-2.67,-2.46,-2.13,1.2195121951219512,1.2535211267605637,1.93,0.2451224580329851,-2.8741409099999977,-4.705333049999998,-11.111416699999976,-1.0207578250408813,-1.3065628048520797,1.136681619020348,-0.7561139179561087,0.500356888176296,-4.336301480858267,5.297381732850112,7.971349299642951,19.391595983680425,165.76,135.17999999999998,40.44,201.34,191.16,37.4,674.19,561.2099999999999,143.19,1.6001380262249827,0.9483624422624028,0.8566468906469263,4.241717150148215,0.8334054430793609,0.0005897875128804,train
112,TlMnF3,1.0,169.89,82.83,133.15,1.0,2.0,-1.0,1.62,1.55,3.98,0.6240601503759398,1.2781954887218043,-2.36,-2.43,-1.82,-1.89,1.2967032967032963,1.2857142857142858,1.754,0.7169578292536637,-2.36925177,-4.411136790000002,-11.111416699999976,-2.3692518513323906,-0.936468712147378,1.136681619020348,-0.1395649868243635,-1.152247272554489,-4.336301480858267,5.166986943295928,7.312724883033412,19.391595983680425,109.74,40.830000000000005,40.44,154.46,205.42,37.4,59.04,137.51,143.19,2.051068453458892,0.1164777667056153,0.9921389885308934,3.4627156800674515,1.0006188089456869,0.9952549052661248,train
113,NaZnCl3,0.0,139.25,74.34,180.61,1.0,2.0,-1.0,0.93,1.65,3.16,0.4088397790055249,0.7679558011049723,-2.23,-1.5100000000000002,-2.51,-1.79,0.8884462151394423,0.8435754189944136,1.38,0.6304088399265221,-2.7445312200000007,-5.977182470000003,-8.594666479999974,-2.7445313142150973,-1.1074028380152596,0.0197235606770763,-0.7570217149871556,0.922398193658712,-3.935229981089612,5.147636303709317,9.889346728482574,13.876021229339663,175.88,110.68,67.85000000000001,260.21000000000004,166.61,75.67,845.6800000000001,29.97,224.95,1.8731503900995423,0.644712937071187,0.8871376535088972,4.414034374459931,0.9343255775603454,0.0598618743317207,train
114,NaNiF3,1.0,139.25,69.57,133.15,1.0,2.0,-1.0,0.93,1.91,3.98,0.5187969924812029,1.045112781954887,-3.05,-2.0700000000000003,-2.51,-1.53,1.2151394422310755,1.3529411764705883,1.82,0.7003674285334324,-2.7445312200000007,-4.439555410000002,-11.111416699999976,-2.7445313142150973,-4.4395555624023935,1.136681619020348,-0.7570217149871556,-1.3513871613897686,-4.336301480858267,5.147636303709317,7.898771670150475,19.391595983680425,175.88,125.17,40.44,260.21000000000004,156.73999999999998,37.4,845.6800000000001,33.809999999999995,143.19,2.001581141296536,0.2742616604550199,0.9501596901719284,3.798282366129831,0.8533826422209331,0.9491860614441,train
115,CsHgCl3,1.0,188.28,103.04,180.61,1.0,2.0,-1.0,0.79,2.0,3.16,0.56353591160221,1.0386740331491713,-2.37,-1.16,-2.65,-1.44,0.8943396226415095,0.8055555555555556,1.3380000000000003,0.6114691495456782,-2.0859241200000014,-6.807995810000004,-8.594666479999974,-0.4792429764515966,-0.952083492683411,0.0197235606770763,-0.5452966317296846,1.3885838835805904,-3.935229981089612,3.8635765556284616,10.679763451594113,13.876021229339663,253.57,116.75,67.85000000000001,319.04,173.51,75.67,202.25,61.58,224.95,1.827251552795031,0.1808027671190932,0.9196026003013084,3.784022612838776,1.0209563286624286,0.9873938993995044,train
116,KHgF3,1.0,164.19,103.04,133.15,1.0,2.0,-1.0,0.82,2.0,3.98,0.7669172932330827,1.2330827067669172,-3.16,-1.98,-2.62,-1.44,1.2061068702290076,1.375,1.824,0.4748936145399272,-2.318921259999999,-6.807995810000004,-11.111416699999976,-0.7664318763103054,-0.952083492683411,1.136681619020348,-0.6361622968393374,1.3885838835805904,-4.336301480858267,4.31357484707873,10.679763451594113,19.391595983680425,220.49,116.75,40.44,302.81,173.51,37.4,207.8,61.58,143.19,1.593458850931677,0.2663870995392673,0.8901801936464296,3.712338534748446,0.7808381434899979,0.9547040961351724,train
117,NdYbS3,0.0,127.64,86.89,184.4,3.0,3.0,-2.0,1.14,1.1,2.58,0.4717391304347826,0.6902173913043478,-1.4400000000000002,-1.48,-2.3,-2.34,0.6260869565217393,0.6324786324786326,1.1,0.3805804647922866,-2.1210724900000018,-3.076992080000003,-7.00838179000003,-2.121072562812813,-1.0944533775707237,0.8145175879610062,0.3586248253414548,0.4767999173605045,-2.847077729734469,5.776794692320843,6.531525574217345,11.769320157021456,200.25,173.83,74.72999999999999,272.22,248.9,84.92999999999999,117.44,112.51,273.21,1.4689837725860284,0.6781179352217912,0.8133221121467825,4.5816237944562985,0.8051028757608105,0.0364878156298897,train
118,LaYbSe3,0.0,136.19,86.89,198.14,3.0,3.0,-2.0,1.1,1.1,2.55,0.4383838383838384,0.686868686868687,-1.4499999999999995,-1.4499999999999995,-2.34,-2.34,0.6196581196581195,0.6196581196581195,1.09,0.4490482640697475,-2.778124050000001,-3.076992080000003,-6.510488250000024,-2.7781241453682792,-1.0944533775707237,-0.2111875472497096,-0.2216918666232401,0.4767999173605045,-2.730814399751447,5.8114999284947535,6.531525574217345,10.84576444731508,205.43,173.83,79.97,267.61,248.9,95.78,119.73,112.51,23.97,1.5673840487973298,0.5728834268325496,0.8294130640974526,3.7433456738699222,0.8294130640974527,0.1629185557951627,train
119,KVF3,1.0,164.19,79.35,133.15,1.0,2.0,-1.0,0.82,1.63,3.98,0.5939849624060151,1.2330827067669172,-3.16,-2.35,-2.62,-1.81,1.2061068702290076,1.298342541436464,1.898,0.7304185753571771,-2.318921259999999,-4.348428499999998,-11.111416699999976,-0.7664318763103054,-4.348428649274164,1.136681619020348,-0.6361622968393374,-0.78074486180114,-4.336301480858267,4.31357484707873,7.169663669121636,19.391595983680425,220.49,148.18,40.44,302.81,205.66,37.4,207.8,47.59,143.19,2.069187145557656,0.01789009497809,0.9894195761757656,3.5235984631772395,0.9191301295915072,0.9989420857703992,train
120,SrNaBr3,0.0,144.48,102.87,195.56,2.0,1.0,-1.0,0.95,0.93,2.96,0.5204081632653061,0.7346938775510204,-2.01,-2.03,-2.49,-2.51,0.8072289156626504,0.8087649402390438,1.4,0.3448404862917294,-3.5257832000000016,-2.7445312200000007,-7.858438990000018,-1.2811882639810177,-2.7445313142150973,0.0551102718918419,0.150586057166743,-0.7570217149871556,-3.6781509272527466,5.884929518021573,5.147636303709317,12.554312316976,195.84,175.88,75.14,254.93,260.21000000000004,88.34,111.21,845.6800000000001,22.81,1.4044911052785067,0.7412474397703426,0.8057004843711185,6.17065647231195,0.8041702798782775,0.0140201131717751,train
121,RbCaF3,1.0,172.2,99.98,133.15,1.0,2.0,-1.0,0.82,1.0,3.98,0.7518796992481203,1.2932330827067668,-3.16,-2.98,-2.62,-2.44,1.2061068702290076,1.221311475409836,2.024,0.5423242908253617,-2.23129531,-3.766160950000002,-11.111416699999976,-0.6626547127478113,-1.9458476867976409,1.136681619020348,-0.5654554674099543,0.1499954621481116,-4.336301480858267,4.153592876586776,6.309260154585895,19.391595983680425,231.42,179.84,40.44,324.0,231.02,37.4,240.1,67.61,143.19,1.7223444688937786,0.0649497066948634,0.926159651361878,3.4996667945956,0.9146295117399234,0.9978348316445854,train
122,BaNaBr3,0.0,161.04,102.87,195.56,2.0,1.0,-1.0,0.89,0.93,2.96,0.5204081632653061,0.8214285714285715,-2.07,-2.03,-2.55,-2.51,0.8117647058823529,0.8087649402390438,1.412,0.456431551700192,-3.22934977,-2.7445312200000007,-7.858438990000018,-2.0224315294266337,-2.7445313142150973,0.0551102718918419,0.1815487042226235,-0.7570217149871556,-3.6781509272527466,5.363406047114364,5.147636303709317,12.554312316976,219.67,175.88,75.14,266.14000000000004,260.21000000000004,88.34,131.01,845.6800000000001,22.81,1.5654709827938174,0.4977842377521341,0.8449382211702767,4.886838215036588,0.8480721560387148,0.38267762260602,train
